"","unique_id","report.","date","year","month","overall_type","category","type","type_desc","offense","i.ward","a.ward","a.city","a.county","a.state","a.race","a.gender","a.age","age_range","initiated"
"150",1645,170544923,2017-11-26,"2017","11","Traffic","Miscellaneous","CA","Arrest","All Other - Traffic","Ward 6","OOC","Hyattsville","Prince George's","MD","Black","Man",31,"30-39","Officer"
"151",1646,170545047,2017-11-26,"2017","11","Traffic","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 6","OOC","Washington","DC","DC","Black","Man",57,"50-59","Detail"
"152",1647,170544737,2017-11-25,"2017","11","Traffic","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 6","OOC","Washington","DC","DC","Black","Man",26,"18-29","Officer"
"153",1648,170544221,2017-11-22,"2017","11","Traffic","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 2","OOC","Washington","DC","DC","Black","Man",23,"18-29","Detail"
"154",1649,170543509,2017-11-18,"2017","11","Traffic","Part II - Safety","CA","Arrest","DUI","Ward 1","OOC","Hyattsville","Prince George's","MD","Hispanic","Man",24,"18-29","Public"
"155",1650,170537662,2017-11-08,"2017","11","Traffic","Part II - Vice","CA","Arrest","CDS: Felony Marijuana","Ward 1","OOC","Silver Spring","Montgomery","MD","Hispanic","Man",24,"18-29","Officer"
"156",1651,170540518,2017-11-02,"2017","11","Traffic","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 5","OOC","Silver Spring","Montgomery","MD","Black","Man",42,"40-49","Officer"
"157",1652,170540518,2017-11-02,"2017","11","Traffic","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 5","OOC","Haymarket","VA","VA","White","Woman",32,"30-39","Officer"
"158",1653,170540087,2017-11-01,"2017","11","Traffic","Part II - Safety","CA","Arrest","DUI","Ward 1","Ward 1","Takoma Park","Takoma Park (MC)","MD","White","Woman",57,"50-59","Public"
"159",1654,170539590,2017-10-30,"2017","10","Traffic","Part II - Safety","CA","Arrest","DUI","Ward 6","OOC","Washington","DC","DC","Hispanic","Man",26,"18-29","Public"
"160",1655,170538112,2017-10-22,"2017","10","Traffic","Miscellaneous","CA","Arrest","All Other - Traffic","Ward 5","OOC","Silver Spring","Montgomery","MD","Black","Woman",35,"30-39","Officer"
"161",1656,170537291,2017-10-18,"2017","10","Traffic","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 6","UNK","UNK","UNK","UNK","Hispanic","Man",29,"18-29","Officer"
"162",1657,170535414,2017-10-08,"2017","10","Traffic","Miscellaneous","CA","Arrest","All Other - Traffic","Ward 6","OOC","Hyattsville","Prince George's","MD","White","Man",30,"30-39","Officer"
"163",1658,170534269,2017-10-04,"2017","10","Traffic","Miscellaneous","CA","Arrest","All Other - Traffic","Ward 5","Ward 4","Takoma Park","Takoma Park (MC)","MD","Hispanic","Man",20,"18-29","Public"
"164",1659,170534422,2017-10-03,"2017","10","Traffic","Miscellaneous","CA","Arrest","All Other - Traffic","Ward 6","OOC","Hyattsville","Prince George's","MD","Hispanic","Man",35,"30-39","Officer"
"165",1660,170534086,2017-10-01,"2017","10","Traffic","Miscellaneous","CA","Arrest","All Other - Traffic","Ward 6","OOC","Manassas","OOS","VA","Hispanic","Man",36,"30-39","Officer"
"166",1661,170531869,2017-09-22,"2017","09","Traffic","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 6","OOC","Washington","DC","DC","Black","Man",47,"40-49","Officer"
"167",1662,170532044,2017-09-22,"2017","09","Traffic","Miscellaneous","CA","Arrest","All Other - Traffic","Ward 6","OOC","Washington","DC","DC","Black","Woman",23,"18-29","Officer"
"168",1663,170530855,2017-09-20,"2017","09","Traffic","Part II - Nuisance","CA","Arrest","Disorderly Conduct","Ward 6","OOC","Beltsville","Prince George's","MD","Hispanic","Man",28,"18-29","Officer"
