"","unique_id","report.","date","year","month","overall_type","category","type","type_desc","offense","i.ward","a.ward","a.city","a.county","a.state","a.race","a.gender","a.age","age_range","initiated"
"1",1,200050837,2020-12-26,"2020","12","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 1","OOC","Kannapolis","OOS","NC","White","Man",38,"30-39","Public"
"2",2,200050065,2020-12-20,"2020","12","Crime","Part II - Violent","CA","Arrest","Assault","Ward 5","Ward 5","Takoma Park","Takoma Park (MC)","MD","Black","Man",23,"18-29","Public"
"3",3,200049874,2020-12-19,"2020","12","Crime","Part I - Property","CA","Arrest","Larceny","Ward 6","OOC","Berwyn Heights","Prince George's","MD","Black","Man",31,"30-39","Public"
"4",4,200049874,2020-12-19,"2020","12","Crime","Part I - Property","CA","Arrest","Larceny","Ward 6","OOC","Hyattsville","Prince George's","MD","White","Woman",31,"30-39","Public"
"5",5,200049342,2020-12-15,"2020","12","Crime","Part II - Nuisance","CA","Arrest","Trespassing","Ward 1","OOC","Washington","DC","DC","Hispanic","Man",42,"40-49","Public"
"6",6,200047813,2020-12-04,"2020","12","Crime","Part I - Violent","CA","Arrest","Aggravated Assault","Ward 5","UNK","UNK","UNK","UNK","Black","Man",24,"18-29","Public"
"7",7,200047103,2020-12-02,"2020","12","Crime","Part II - Violent","CA","Arrest","Assault","Ward 6","OOC","Hyattsville","Prince George's","MD","Hispanic","Man",35,"30-39","Public"
"8",8,200047513,2020-12-02,"2020","12","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 3","OOC","Hyattsville","Prince George's","MD","Black","Man",40,"40-49","Public"
"9",9,200046716,2020-11-26,"2020","11","Crime","Part II - Violent","CA","Arrest","Assault","Ward 6","UNK","UNK","UNK","UNK","White","Man",43,"40-49","Public"
"10",10,200046371,2020-11-24,"2020","11","Crime","Part II - Violent","CA","Arrest","Assault","Ward 6","Ward 6","Takoma Park","Takoma Park (MC)","MD","Hispanic","Man",28,"18-29","Public"
"11",11,200045943,2020-11-21,"2020","11","Crime","Part II - Violent","CA","Arrest","Assault","Ward 2","Ward 2","Takoma Park","Takoma Park (MC)","MD","White","Man",38,"30-39","Public"
"12",12,200045858,2020-11-20,"2020","11","Crime","Miscellaneous","APP","Application for charges","All Other - Criminal","Ward 5","OOC","Clinton","Prince George's","MD","Black","Man",47,"40-49","Public"
"13",13,200045706,2020-11-19,"2020","11","Crime","Part II - Nuisance","CA","Arrest","Trespassing","Ward 6","OOC","Glenn Dale","Prince George's","MD","Black","Man",29,"18-29","Public"
"14",14,200045279,2020-11-17,"2020","11","Crime","Part II - Violent","CA","Arrest","Assault","Ward 6","Ward 6","Takoma Park","Takoma Park (MC)","MD","Black","Man",26,"18-29","Public"
"15",15,200044961,2020-11-14,"2020","11","Crime","Part II - Vice","CA","Arrest","CDS: PCP","Ward 6","OOC","Temple Hills","Prince George's","MD","Black","Man",42,"40-49","Public"
"16",16,200044961,2020-11-14,"2020","11","Crime","Part II - Vice","CA","Arrest","CDS: PCP","Ward 6","OOC","Upper Marlboro","Prince George's","MD","Black","Woman",52,"50-59","Public"
"17",17,200044763,2020-11-13,"2020","11","Crime","Part II - Nuisance","CA","Arrest","Trespassing","Ward 6","OOC","Corona","OOS","NY","Black","Man",60,"60-69","Public"
"18",18,200044479,2020-11-10,"2020","11","Crime","Part I - Property","APP","Application for charges","Larceny","Ward 6","Ward 6","Takoma Park","Takoma Park (MC)","MD","White","Woman",30,"30-39","Public"
"19",19,200044139,2020-11-09,"2020","11","Crime","Part II - Nuisance","CA","Arrest","Trespassing","Ward 4","OOC","Washington","DC","DC","Black","Man",39,"30-39","Public"
"20",20,200044237,2020-11-09,"2020","11","Crime","Part II - Vice","CA","Arrest","CDS: Amphetamine","Ward 2","OOC","Rockville","Montgomery","MD","Black","Man",27,"18-29","Officer"
"21",21,200044029,2020-11-08,"2020","11","Crime","Part II - Violent","CA","Arrest","Sex Offense","Ward 1","OOC","Rockville","Montgomery","MD","Hispanic","Man",49,"40-49","Public"
"22",22,200043642,2020-11-05,"2020","11","Crime","Part I - Property","CA","Arrest","Theft from Auto","Ward 6","UNK","UNK","UNK","UNK","Black","Woman",58,"50-59","Public"
"23",23,200043668,2020-11-05,"2020","11","Crime","Part I - Property","APP","Application for charges","Larceny","Ward 2","OOC","Hyattsville","Prince George's","MD","Hispanic","Man",22,"18-29","Public"
"24",24,200043267,2020-11-02,"2020","11","Crime","Part II - Nuisance","CA","Arrest","Disorderly Conduct","Ward 1","OOC","Washington","DC","DC","Black","Man",58,"50-59","Public"
"25",25,200042729,2020-10-29,"2020","10","Crime","Part II - Violent","APP","Application for charges","Assault","Ward 1","Ward 4","Takoma Park","Takoma Park (MC)","MD","Black","Woman",48,"40-49","Public"
"26",26,200042462,2020-10-28,"2020","10","Crime","Part I - Property","CA","Arrest","Burglary","Ward 1","OOC","Washington","DC","DC","Black","Man",55,"50-59","Public"
"27",27,200042484,2020-10-28,"2020","10","Crime","Part II - Violent","CA","Arrest","Assault","Ward 4","OOC","Arlington","VA","VA","Black","Man",46,"40-49","Public"
"28",28,200042484,2020-10-28,"2020","10","Crime","Part II - Violent","CA","Arrest","Assault","Ward 4","Ward 6","Takoma Park","Takoma Park (MC)","MD","Black","Woman",43,"40-49","Public"
"29",29,200042305,2020-10-27,"2020","10","Crime","Part II - Vice","CRC","Criminal citation","Alcohol Violation","Ward 3","OOC","TP unincorporated (MC)","Montgomery","MD","White","Man",42,"40-49","Officer"
"30",30,200040996,2020-10-17,"2020","10","Crime","Part II - Violent","CA","Arrest","Assault","Ward 1","OOC","Silver Spring","Montgomery","MD","White","Man",23,"18-29","Public"
"31",31,200040142,2020-10-12,"2020","10","Crime","Part II - Property","APP","Application for charges","Fraud","Ward 2","OOC","Silver Spring","Montgomery","MD","White","Man",19,"18-29","Public"
"32",32,200039684,2020-10-11,"2020","10","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 1","OOC","Washington","DC","DC","Hispanic","Man",20,"18-29","Self"
"33",33,200039872,2020-10-11,"2020","10","Crime","Part II - Violent","CA","Arrest","Assault","Ward 6","OOC","Glen Burnie","Anne Arundel","MD","Black","Man",25,"18-29","Public"
"34",34,200039872,2020-10-11,"2020","10","Crime","Part II - Violent","CA","Arrest","Assault","Ward 6","OOC","Capitol Heights","Prince George's","MD","Black","Man",26,"18-29","Public"
"35",35,200039427,2020-10-07,"2020","10","Crime","Part II - Property","CA","Arrest","Vandalism","Ward 6","OOC","Rockville","Montgomery","MD","Black","Man",34,"30-39","Public"
"36",36,200036649,2020-09-20,"2020","09","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 6","UNK","UNK","UNK","UNK","Hispanic","Man",58,"50-59","Public"
"37",37,200036892,2020-09-20,"2020","09","Crime","Part I - Property","APP","Application for charges","Larceny","Ward 6","OOC","Beltsville","Prince George's","MD","Black","Man",26,"18-29","Public"
"38",38,200036911,2020-09-20,"2020","09","Crime","Part II - Vice","APP","Application for charges","CDS: Cocaine","Ward 2","OOC","Tamarac","OOS","FL","White","Woman",66,"60-69","Public"
"39",39,200036589,2020-09-18,"2020","09","Crime","Part II - Nuisance","CA","Arrest","Trespassing","Ward 4","OOC","Silver Spring","Montgomery","MD","Black","Woman",29,"18-29","Public"
"40",40,200036656,2020-09-18,"2020","09","Crime","Part II - Nuisance","CA","Arrest","Trespassing","Ward 2","Ward 2","Takoma Park","Takoma Park (MC)","MD","Black","Man",32,"30-39","Public"
"41",41,200036455,2020-09-17,"2020","09","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 6","OOC","Silver Spring","Montgomery","MD","Black","Man",24,"18-29","Public"
"42",42,200035909,2020-09-16,"2020","09","Crime","Part II - Nuisance","APP","Application for charges","Disorderly Conduct","Ward 6","OOC","Washington","DC","DC","Black","Man",53,"50-59","Public"
"43",43,200036252,2020-09-16,"2020","09","Crime","Part I - Property","CA","Arrest","Theft from Auto","Ward 6","OOC","Rockville","Montgomery","MD","Black","Man",60,"60-69","Officer"
"44",44,200036252,2020-09-16,"2020","09","Crime","Part I - Property","CA","Arrest","Theft from Auto","Ward 6","OOC","College Park","Prince George's","MD","White","Man",43,"40-49","Officer"
"45",45,200035690,2020-09-11,"2020","09","Crime","Part I - Violent","APP","Application for charges","Aggravated Assault","Ward 3","Ward 3","Takoma Park","Takoma Park (MC)","MD","White","Woman",21,"18-29","Public"
"46",46,200035490,2020-09-10,"2020","09","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 1","OOC","Baltimore","Baltimore","MD","White","Woman",21,"18-29","Self"
"47",47,200035494,2020-09-10,"2020","09","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 6","OOC","Lexington Park","St. Mary's","MD","Black","Woman",27,"18-29","Public"
"48",48,200035171,2020-09-08,"2020","09","Crime","Part II - Nuisance","CA","Arrest","Trespassing","Ward 4","OOC","Rockville","Montgomery","MD","Black","Woman",29,"18-29","Public"
"49",49,200034952,2020-09-06,"2020","09","Crime","Part I - Violent","APP","Application for charges","Rape","Ward 6","OOC","Hyattsville","Prince George's","MD","Hispanic","Man",24,"18-29","Public"
"50",50,200034770,2020-09-05,"2020","09","Crime","Part I - Property","CA","Arrest","Theft from Auto","Ward 3","UNK","UNK","UNK","UNK","Black","Man",19,"18-29","Public"
"51",51,200034772,2020-09-05,"2020","09","Crime","Part I - Property","CA","Arrest","Larceny","Ward 6","UNK","UNK","UNK","UNK","Hispanic","Man",30,"30-39","Public"
"52",52,200034560,2020-09-04,"2020","09","Crime","Miscellaneous","CA","Arrest","All Other - Criminal","Ward 3","OOC","Silver Spring","Montgomery","MD","Black","Man",25,"18-29","Public"
"53",53,200034560,2020-09-04,"2020","09","Crime","Miscellaneous","CA","Arrest","All Other - Criminal","Ward 3","OOC","Washington","DC","DC","Black","Man",22,"18-29","Public"
"54",54,200034560,2020-09-04,"2020","09","Crime","Miscellaneous","CA","Arrest","All Other - Criminal","Ward 3","UNK","UNK","UNK","UNK","Black","Man",16,"10-17","Public"
"55",55,200034213,2020-09-01,"2020","09","Crime","Part II - Nuisance","CRC","Criminal citation","Disorderly Conduct","Ward 3","OOC","Alexandria","VA","VA","Black","Man",31,"30-39","Officer"
"56",56,200034268,2020-09-01,"2020","09","Crime","Part I - Violent","APP","Application for charges","Robbery","Ward 6","OOC","Washington","DC","DC","Black","Man",17,"10-17","Public"
"57",57,200034268,2020-09-01,"2020","09","Crime","Part I - Violent","APP","Application for charges","Robbery","Ward 6","OOC","Washington","DC","DC","Black","Man",19,"18-29","Public"
"58",58,200034268,2020-09-01,"2020","09","Crime","Part I - Violent","JVA","Juvenile arrest","Robbery","Ward 6","OOC","Washington","DC","DC","Black","Man",15,"10-17","Public"
"59",59,200032293,2020-08-18,"2020","08","Crime","Part II - Property","APP","Application for charges","Vandalism","Ward 3","OOC","Hyattsville","Prince George's","MD","Black","Woman",28,"18-29","Public"
"60",60,200032180,2020-08-17,"2020","08","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 6","UNK","UNK","UNK","UNK","Black","Woman",31,"30-39","Detail"
"61",61,200031990,2020-08-16,"2020","08","Crime","Part II - Violent","CA","Arrest","Assault","Ward 2","Ward 3","Takoma Park","Takoma Park (MC)","MD","Hispanic","Man",30,"30-39","Public"
"62",62,200031611,2020-08-14,"2020","08","Crime","Part I - Violent","APP","Application for charges","Aggravated Assault","Ward 6","Ward 6","Takoma Park","Takoma Park (MC)","MD","Black","Woman",26,"18-29","Public"
"63",63,200031773,2020-08-14,"2020","08","Crime","Part I - Violent","APP","Application for charges","Robbery","Ward 6","OOC","Washington","DC","DC","Black","Man",17,"10-17","Public"
"64",64,200031773,2020-08-14,"2020","08","Crime","Part I - Violent","APP","Application for charges","Robbery","Ward 6","OOC","Washington","DC","DC","Black","Man",19,"18-29","Public"
"65",65,200031773,2020-08-14,"2020","08","Crime","Part I - Violent","JVA","Juvenile arrest","Robbery","Ward 6","OOC","Washington","DC","DC","Black","Man",15,"10-17","Public"
"66",66,200031499,2020-08-13,"2020","08","Crime","Part II - Safety","CA","Arrest","Peace/Protection Order","Ward 6","OOC","Silver Spring","Montgomery","MD","Black","Man",25,"18-29","Public"
"67",67,200031584,2020-08-13,"2020","08","Crime","Part I - Violent","CA","Arrest","Robbery","Ward 4","OOC","Washington","DC","DC","Black","Man",36,"30-39","Public"
"68",68,200029698,2020-08-10,"2020","08","Crime","Part II - Nuisance","CA","Arrest","Trespassing","Ward 1","UNK","UNK","UNK","UNK","White","Woman",72,"70 or higher","Public"
"69",69,200030739,2020-08-08,"2020","08","Crime","Part I - Property","CA","Arrest","Burglary","Ward 4","OOC","Washington","DC","DC","Black","Man",43,"40-49","Public"
"70",70,200030460,2020-08-06,"2020","08","Crime","Part I - Violent","APP","Application for charges","Aggravated Assault","Ward 6","OOC","Silver Spring","Montgomery","MD","Black","Man",26,"18-29","Public"
"71",71,200030171,2020-08-04,"2020","08","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 1","OOC","Silver Spring","Montgomery","MD","Black","Man",64,"60-69","Self"
"72",72,200029977,2020-08-02,"2020","08","Crime","Part II - Violent","CA","Arrest","Assault","Ward 4","OOC","Mount Rainier","Prince George's","MD","Hispanic","Man",25,"18-29","Public"
"73",73,200029157,2020-07-27,"2020","07","Crime","Part I - Violent","APP","Application for charges","Robbery","Ward 6","UNK","UNK","UNK","UNK","White","Man",44,"40-49","Public"
"74",74,200029167,2020-07-27,"2020","07","Crime","Part I - Violent","JVA","Juvenile arrest","Robbery","Ward 3","UNK","UNK","UNK","UNK","Black","Woman",15,"10-17","Public"
"75",75,200029167,2020-07-27,"2020","07","Crime","Part I - Violent","JVA","Juvenile arrest","Robbery","Ward 3","UNK","UNK","UNK","UNK","Black","Woman",15,"10-17","Public"
"76",76,200029167,2020-07-27,"2020","07","Crime","Part I - Violent","JVA","Juvenile arrest","Robbery","Ward 3","UNK","UNK","UNK","UNK","Black","Woman",15,"10-17","Public"
"77",77,200028651,2020-07-23,"2020","07","Crime","Part I - Property","JVA","Juvenile arrest","Larceny","Ward 1","OOC","Washington","DC","DC","Black","Woman",14,"10-17","Public"
"78",78,200027832,2020-07-18,"2020","07","Crime","Part II - Nuisance","CA","Arrest","Disorderly Conduct","Ward 6","UNK","UNK","UNK","UNK","White","Man",57,"50-59","Public"
"79",79,200027871,2020-07-18,"2020","07","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 6","Ward 6","Takoma Park","Takoma Park (MC)","MD","Black","Man",43,"40-49","Public"
"80",80,200027381,2020-07-15,"2020","07","Crime","Part I - Property","CA","Arrest","Larceny","Ward 6","OOC","Hyattsville","Prince George's","MD","Hispanic","Man",40,"40-49","Public"
"81",81,200027450,2020-07-15,"2020","07","Crime","Part II - Nuisance","CRC","Criminal citation","Trespassing","Ward 1","Ward 2","Takoma Park","Takoma Park (MC)","MD","White","Woman",72,"70 or higher","Public"
"82",82,200026285,2020-07-07,"2020","07","Crime","Part I - Violent","CA","Arrest","Homicide","Ward 5","OOC","Silver Spring","Montgomery","MD","Black","Man",51,"50-59","Public"
"83",83,200026324,2020-07-07,"2020","07","Crime","Part II - Safety","CA","Arrest","Peace/Protection Order","Ward 4","UNK","UNK","UNK","UNK","Black","Man",35,"30-39","Public"
"84",84,200026341,2020-07-07,"2020","07","Crime","Miscellaneous","APP","Application for charges","All Other - Criminal","Ward 6","OOC","Washington","DC","DC","Black","Woman",28,"18-29","Public"
"85",85,200024841,2020-06-29,"2020","06","Crime","Part I - Violent","CA","Arrest","Aggravated Assault","Ward 6","OOC","College Park","Prince George's","MD","White","Man",33,"30-39","Public"
"86",86,200024894,2020-06-27,"2020","06","Crime","Part II - Nuisance","CA","Arrest","Trespassing","Ward 1","OOC","Blairs","VA","VA","Black","Man",39,"30-39","Public"
"87",87,200024520,2020-06-23,"2020","06","Crime","Part I - Violent","CA","Arrest","Rape","Ward 1","OOC","Silver Spring","Montgomery","MD","Black","Man",25,"18-29","Public"
"88",88,200024330,2020-06-21,"2020","06","Crime","Part II - Violent","APP","Application for charges","Assault","Ward 5","Ward 5","Takoma Park","Takoma Park (MC)","MD","Hispanic","Man",38,"30-39","Public"
"89",89,200024188,2020-06-20,"2020","06","Crime","Part I - Property","APP","Application for charges","Larceny","Ward 3","OOC","Hyattsville","Prince George's","MD","Black","Man",40,"40-49","Public"
"90",90,200022358,2020-06-07,"2020","06","Crime","Part I - Violent","CA","Arrest","Robbery","Ward 5","OOC","Silver Spring","Montgomery","MD","Hispanic","Man",18,"18-29","Public"
"91",91,200022358,2020-06-07,"2020","06","Crime","Part I - Violent","CA","Arrest","Robbery","Ward 5","OOC","Silver Spring","Montgomery","MD","Hispanic","Man",19,"18-29","Public"
"92",92,200022358,2020-06-07,"2020","06","Crime","Part I - Violent","CA","Arrest","Robbery","Ward 5","UNK","UNK","UNK","UNK","Hispanic","Man",19,"18-29","Public"
"93",93,200022210,2020-06-05,"2020","06","Crime","Part II - Property","CA","Arrest","Vandalism","Ward 4","Ward 4","Takoma Park","Takoma Park (MC)","MD","Black","Man",23,"18-29","Public"
"94",94,200021103,2020-06-02,"2020","06","Crime","Miscellaneous","CA","Arrest","All Other - Criminal","Ward 1","Ward 4","Takoma Park","Takoma Park (MC)","MD","Black","Man",23,"18-29","Public"
"95",95,200021642,2020-06-02,"2020","06","Crime","Part I - Violent","APP","Application for charges","Aggravated Assault","Ward 6","OOC","Silver Spring","Montgomery","MD","White","Man",22,"18-29","Public"
"96",96,200021234,2020-05-29,"2020","05","Crime","Part II - Safety","CA","Arrest","Peace/Protection Order","Ward 6","Ward 6","Takoma Park","Takoma Park (MC)","MD","Black","Woman",36,"30-39","Public"
"97",97,200020870,2020-05-26,"2020","05","Crime","Part I - Property","CA","Arrest","Larceny","Ward 6","OOC","Rockville","Montgomery","MD","Hispanic","Man",32,"30-39","Public"
"98",98,200020220,2020-05-21,"2020","05","Crime","Part II - Property","CA","Arrest","Fraud","Ward 6","OOC","Hyattsville","Prince George's","MD","Black","Man",19,"18-29","Public"
"99",99,200020057,2020-05-19,"2020","05","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 3","OOC","Washington","DC","DC","Black","Man",45,"40-49","Officer"
"100",100,200020075,2020-05-19,"2020","05","Crime","Part II - Property","CRC","Criminal citation","Fraud","Ward 6","OOC","Silver Spring","Montgomery","MD","Black","Woman",56,"50-59","Public"
"101",101,200019255,2020-05-13,"2020","05","Crime","Part II - Nuisance","CA","Arrest","Trespassing","Ward 5","OOC","Washington","DC","DC","Hispanic","Man",37,"30-39","Public"
"102",102,200018932,2020-05-10,"2020","05","Crime","Part II - Vice","CA","Arrest","CDS: Paraphernalia","Ward 6","OOC","Bowie","Prince George's","MD","Black","Man",28,"18-29","Public"
"103",103,200018731,2020-05-08,"2020","05","Crime","Part II - Nuisance","CA","Arrest","Trespassing","Ward 6","UNK","UNK","UNK","UNK","Black","Man",40,"40-49","Public"
"104",104,200018548,2020-05-07,"2020","05","Crime","Part I - Property","CA","Arrest","Larceny","Ward 6","OOC","Washington","DC","DC","Black","Man",50,"50-59","Public"
"105",105,200018427,2020-05-06,"2020","05","Crime","Part II - Property","APP","Application for charges","Fraud","Ward 1","OOC","District Heights","Prince George's","MD","Black","Woman",49,"40-49","Public"
"106",106,200018139,2020-05-04,"2020","05","Crime","Part II - Safety","CA","Arrest","Peace/Protection Order","Ward 6","Ward 6","Takoma Park","Takoma Park (MC)","MD","Black","Man",43,"40-49","Public"
"107",107,200017892,2020-05-02,"2020","05","Crime","Part I - Property","JVA","Juvenile arrest","Burglary","Ward 4","Ward 2","Takoma Park","Takoma Park (MC)","MD","White","Man",15,"10-17","Public"
"108",108,200017892,2020-05-02,"2020","05","Crime","Part I - Property","JVA","Juvenile arrest","Burglary","Ward 4","Ward 2","Takoma Park","Takoma Park (MC)","MD","White","Man",16,"10-17","Public"
"109",109,200017916,2020-05-02,"2020","05","Crime","Part I - Property","CA","Arrest","Theft from Auto","Ward 6","OOC","Washington","DC","DC","Black","Man",62,"60-69","Public"
"110",110,200017544,2020-04-29,"2020","04","Crime","Part II - Violent","CA","Arrest","Assault","Ward 6","Ward 6","Takoma Park","Takoma Park (MC)","MD","White","Man",22,"18-29","Public"
"111",111,200017223,2020-04-26,"2020","04","Crime","Part II - Nuisance","CA","Arrest","Trespassing","Ward 2","OOC","Washington","DC","DC","White","Man",32,"30-39","Public"
"112",112,200016659,2020-04-21,"2020","04","Crime","Part I - Property","CRC","Criminal citation","Larceny","Ward 6","OOC","Hyattsville","Prince George's","MD","Black","Man",40,"40-49","Public"
"113",113,200016141,2020-04-16,"2020","04","Crime","Part I - Property","APP","Application for charges","Larceny","Ward 6","OOC","Hyattsville","Prince George's","MD","Black","Man",40,"40-49","Public"
"114",114,200016073,2020-04-15,"2020","04","Crime","Part II - Violent","CA","Arrest","Assault","Ward 6","OOC","Easton","Talbot","MD","White","Woman",30,"30-39","Public"
"115",115,200016015,2020-04-14,"2020","04","Crime","Part II - Nuisance","CA","Arrest","Trespassing","Ward 4","OOC","Silver Spring","Montgomery","MD","Hispanic","Man",32,"30-39","Public"
"116",116,200015755,2020-04-12,"2020","04","Crime","Part II - Violent","CA","Arrest","Assault","Ward 5","Ward 5","Takoma Park","Takoma Park (MC)","MD","White","Man",42,"40-49","Public"
"117",117,200015580,2020-04-10,"2020","04","Crime","Part I - Violent","CA","Arrest","Aggravated Assault","Ward 5","OOC","Washington","DC","DC","Hispanic","Man",19,"18-29","Public"
"118",118,200014882,2020-04-03,"2020","04","Crime","Part II - Nuisance","CA","Arrest","Disorderly Conduct","Ward 3","OOC","Laurel","Prince George's","MD","Black","Man",58,"50-59","Detail"
"119",119,200014289,2020-03-28,"2020","03","Crime","Part I - Property","CRC","Criminal citation","Larceny","Ward 6","OOC","Hyattsville","Prince George's","MD","White","Man",27,"18-29","Public"
"120",120,200013515,2020-03-21,"2020","03","Crime","Part II - Nuisance","CA","Arrest","Disorderly Conduct","Ward 6","OOC","Washington","DC","DC","Black","Woman",18,"18-29","Public"
"121",121,200013223,2020-03-20,"2020","03","Crime","Part I - Violent","CA","Arrest","Robbery","Ward 6","OOC","Silver Spring","Montgomery","MD","Black","Man",25,"18-29","Public"
"122",122,200013402,2020-03-20,"2020","03","Crime","Part I - Property","CA","Arrest","Larceny","Ward 1","OOC","Gaithersburg","Montgomery","MD","Black","Man",52,"50-59","Public"
"123",123,200012729,2020-03-18,"2020","03","Crime","Part II - Vice","CA","Arrest","CDS: Paraphernalia","Ward 6","UNK","UNK","UNK","UNK","Black","Man",40,"40-49","Public"
"124",124,200012864,2020-03-16,"2020","03","Crime","Part I - Violent","CA","Arrest","Aggravated Assault","Ward 5","OOC","Silver Spring","Montgomery","MD","White","Man",58,"50-59","Public"
"125",125,200012594,2020-03-15,"2020","03","Crime","Part I - Property","JVA","Juvenile arrest","Larceny","Ward 1","OOC","Silver Spring","Montgomery","MD","Black","Man",14,"10-17","Public"
"126",126,200012594,2020-03-15,"2020","03","Crime","Part I - Property","JVA","Juvenile arrest","Larceny","Ward 1","OOC","Lanham","Prince George's","MD","Black","Man",14,"10-17","Public"
"127",127,200012594,2020-03-15,"2020","03","Crime","Part I - Property","JVA","Juvenile arrest","Larceny","Ward 1","OOC","Silver Spring","Montgomery","MD","Black","Man",15,"10-17","Public"
"128",128,200012594,2020-03-15,"2020","03","Crime","Part I - Property","JVA","Juvenile arrest","Larceny","Ward 1","OOC","Silver Spring","Montgomery","MD","Black","Man",13,"10-17","Public"
"129",129,200012450,2020-03-14,"2020","03","Crime","Part I - Violent","JVR","Juvenile referral","Robbery","Ward 1","Ward 4","Takoma Park","Takoma Park (MC)","MD","Black","Man",14,"10-17","Public"
"130",130,200012450,2020-03-14,"2020","03","Crime","Part I - Violent","JVR","Juvenile referral","Robbery","Ward 1","OOC","Lanham","Prince George's","MD","Black","Man",14,"10-17","Public"
"131",131,200012450,2020-03-14,"2020","03","Crime","Part I - Violent","JVR","Juvenile referral","Robbery","Ward 1","OOC","Silver Spring","Montgomery","MD","Black","Man",13,"10-17","Public"
"132",132,200011727,2020-03-10,"2020","03","Crime","Part II - Violent","CA","Arrest","Assault","Ward 6","OOC","Silver Spring","Montgomery","MD","Hispanic","Man",22,"18-29","Public"
"133",133,200010733,2020-03-04,"2020","03","Crime","Part I - Property","APP","Application for charges","Larceny","Ward 2","OOC","Hyattsville","Prince George's","MD","Black","Man",40,"40-49","Public"
"134",134,200010742,2020-03-04,"2020","03","Crime","Part I - Property","CRC","Criminal citation","Larceny","Ward 5","OOC","Silver Spring","Montgomery","MD","White","Woman",73,"70 or higher","Public"
"135",135,200009908,2020-02-28,"2020","02","Crime","Part I - Property","APP","Application for charges","Burglary","Ward 6","OOC","Washington","DC","DC","Black","Man",56,"50-59","Public"
"136",136,200009438,2020-02-26,"2020","02","Crime","Miscellaneous","CA","Arrest","All Other - Criminal","Ward 2","OOC","Washington","DC","DC","Black","Man",24,"18-29","Public"
"137",137,200009096,2020-02-24,"2020","02","Crime","Part I - Violent","APP","Application for charges","Robbery","Ward 6","OOC","Hyattsville","Prince George's","MD","Black","Man",24,"18-29","Public"
"138",138,200009167,2020-02-24,"2020","02","Crime","Part I - Property","CA","Arrest","Larceny","Ward 6","OOC","Silver Spring","Montgomery","MD","Hispanic","Man",32,"30-39","Public"
"139",139,200008842,2020-02-22,"2020","02","Crime","Part I - Property","JVR","Juvenile referral","Larceny","Ward 1","OOC","Silver Spring","Montgomery","MD","Black","Man",12,"10-17","Public"
"140",140,200008423,2020-02-20,"2020","02","Crime","Part I - Property","CA","Arrest","Larceny","Ward 6","OOC","Silver Spring","Montgomery","MD","White","Man",25,"18-29","Public"
"141",141,200007889,2020-02-17,"2020","02","Crime","Part II - Nuisance","CA","Arrest","Trespassing","Ward 6","UNK","UNK","UNK","UNK","Hispanic","Man",39,"30-39","Detail"
"142",142,200007862,2020-02-16,"2020","02","Crime","Part I - Violent","CA","Arrest","Robbery","Ward 3","OOC","Washington","DC","DC","Black","Man",31,"30-39","Public"
"143",143,200006045,2020-02-06,"2020","02","Crime","Part II - Nuisance","CA","Arrest","Trespassing","Ward 1","Ward 5","Takoma Park","Takoma Park (MC)","MD","Black","Man",25,"18-29","Public"
"144",144,200006080,2020-02-06,"2020","02","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","OOC","OOC","Washington","DC","DC","Black","Man",58,"50-59","Detail"
"145",145,200005331,2020-02-01,"2020","02","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 6","UNK","UNK","UNK","UNK","Black","Man",58,"50-59","Public"
"146",146,200005378,2020-02-01,"2020","02","Crime","Part II - Violent","APP","Application for charges","Assault","Ward 5","Ward 5","Takoma Park","Takoma Park (MC)","MD","Black","Man",41,"40-49","Public"
"147",147,200004908,2020-01-30,"2020","01","Crime","Part I - Property","APP","Application for charges","Larceny","Ward 6","OOC","Hyattsville","Prince George's","MD","Black","Woman",28,"18-29","Public"
"148",148,200004510,2020-01-28,"2020","01","Crime","Miscellaneous","SVC","Warrant-service arrest","Warrant Service","Ward 6","OOC","Hyattsville","Prince George's","MD","Black","Man",35,"30-39","Public"
"149",149,200004604,2020-01-28,"2020","01","Crime","Part II - Property","CA","Arrest","Vandalism","Ward 4","Ward 5","Takoma Park","Takoma Park (MC)","MD","Black","Man",33,"30-39","Public"
"150",150,200003352,2020-01-21,"2020","01","Crime","Part I - Property","APP","Application for charges","Larceny","Ward 6","OOC","TP unincorporated (PG)","Prince George's","MD","Black","Man",39,"30-39","Public"
